catalog_number,model,lens,iso,focal_length,flash,f-stop,shutter_speed,dimensions,original_file_size,recorder,microphone,accessories,camera,common_name,scientific_name,photographer,date,year,rating,num_ratings,location
608493710,NIKON D7100,150.0-600.0 mm f/5.0-6.3,1000,600 mm,Flash did not fire,f/6.3,1/1600 sec,4853 pixels x 3235 pixels,5.3 MB,,,,,Gilt-edged Tanager,Tangara cyanoventris,Marcos Eugênio Birding Guide,2023-09-02,2023,5.0,96,South America
615307148,ILCE-7RM4,FE 200-600mm F5.6-6.3 G OSS,4000,506 mm,Flash did not fire,f/6.3,1/200 sec,2000 pixels x 1333 pixels,540.59 KB,,,,,Ochre-collared Piculet,Picumnus temminckii,Martjan Lammertink,2024-02-25,2024,5.0,97,South America
393898841,NIKON D750,500.0 mm f/5.6,500,500 mm,Flash did not fire,f/5.6,1/2000 sec,3174 pixels x 2119 pixels,6.96 MB,,,,,Black-collared Swallow,Pygochelidon melanoleuca,Tyler Ficker,2021-12-02,2021,5.0,172,South America
624754569,NIKON D500,150.0-600.0 mm f/5.0-6.3,140,600 mm,Flash did not fire,f/7.1,1/320 sec,4004 pixels x 2669 pixels,3.91 MB,,,,,Black Vulture,Coragyps atratus,Andrew Simon,2024-05-02,2024,5.0,32,North America
239633081,NIKON D500,200.0-500.0 mm f/5.6,3200,500 mm,Flash did not fire,f/5.6,1/1000 sec,3740 pixels x 2493 pixels,5.46 MB,,,,,Golden-fronted Woodpecker,Melanerpes aurifrons,Bryan Calk,2020-05-13,2020,5.0,53,North America
621873305,Canon EOS R10,60-600mm F4.5-6.3 DG OS HSM | Sports 018,250,244 mm,Flash did not fire,f/8.0,1/1000 sec,5524 pixels x 3452 pixels,8.79 MB,,,,,Atlantic Puffin,Fratercula arctica,Rain Saulnier,2024-07-03,2024,5.0,32,North America
521131491,Canon EOS R6,EF500mm f/4L IS II USM +1.4x III,1600,700 mm,Flash did not fire,f/5.6,1/640 sec,3855 pixels x 2570 pixels,1.82 MB,,,,,Purple Sandpiper,Calidris maritima,Brian Stahls,2023-01-06,2023,5.0,53,North America
616180503,Canon EOS R7,RF100-500mm F4.5-7.1 L IS USM,2000,500 mm,Flash did not fire,f/7.1,1/400 sec,5819 pixels x 3637 pixels,5.18 MB,,,,,Red-winged Blackbird,Agelaius phoeniceus,Alex Cox,2024-03-15,2024,5.0,53,North America
251029161,Canon EOS-1D X Mark II,EF100-400mm f/4.5-5.6L IS II USM,4000,278 mm,Flash did not fire,f/5.6,1/2500 sec,2048 pixels x 1441 pixels,277.56 KB,,,,,Talamanca Hummingbird,Eugenes spectabilis,Pascal De Munck,2019-03-10,2019,5.0,31,North America
349301941,NIKON D500,200.0-500.0 mm f/5.6,720,500 mm,Flash did not fire,f/5.6,1/1600 sec,2897 pixels x 2091 pixels,1.78 MB,,,,,Allen's Hummingbird,Selasphorus sasin,Alison Davies,2021-06-19,2021,5.0,55,North America
519036681,Canon EOS R7,EF100-400mm f/4.5-5.6L IS II USM,2000,400 mm,Flash did not fire,f/5.6,1/1600 sec,4107 pixels x 2347 pixels,1.19 MB,,,,,Snail Kite,Rostrhamus sociabilis,Connor Cochrane,2022-12-27,2022,5.0,55,North America
171612021,Canon EOS 7D Mark II,,200,500 mm,"Flash did not fire, auto",f/6.3,1/1000 sec,1920 pixels x 1080 pixels,568.42 KB,,,,,Broad-billed Sandpiper,Calidris falcinellus,birol hatinoğlu,2018-08-09,2018,5.0,24,Asia
206200931,Canon EOS-1D X,,,420 mm,Flash fired,f/8.0,1/200 sec,5184 pixels x 3456 pixels,2.79 MB,,,,,White-fronted Scops-Owl,Otus sagittatus,Mathieu Bally,2019-01-06,2019,5.0,24,Asia
344878791,NIKON D5600,,2000,500 mm,Flash did not fire,f/6.3,1/40 sec,5361 pixels x 3417 pixels,4.71 MB,,,,,Javan Blue-banded Kingfisher,Alcedo euryzona,Leonardus Adi Saktyari,2021-06-02,2021,5.0,24,Asia
458155991,NIKON D500,200.0-500.0 mm f/5.6,640,480 mm,"Flash fired, return not detected",f/5.6,1/125 sec,4381 pixels x 2921 pixels,928.38 KB,,,,,Eurasian Scops-Owl,Otus scops,Itamar Donitza,2022-06-05,2022,5.0,24,Asia
531332711,Canon EOS R5,EF600mm f/4L IS III USM,1250,600 mm,Flash did not fire,f/4.0,1/60 sec,1800 pixels x 1201 pixels,1.29 MB,,,,,Black-breasted Thrush,Turdus dissimilis,Julie Edgley,2023-01-23,2023,5.0,24,Asia
323197051,NIKON D7500,,280,410 mm,Flash did not fire,f/6.3,1/1000 sec,4108 pixels x 2739 pixels,7.9 MB,,,,,Eastern Bluebird,Sialia sialis,Grace C,2021-04-05,2021,5.0,31,North America
521474511,Canon EOS R5,RF100-500mm F4.5-7.1 L IS USM,125,500 mm,Flash did not fire,f/7.1,1/500 sec,3322 pixels x 2214 pixels,1.8 MB,,,,,Lewis's Woodpecker,Melanerpes lewis,Loni Ye,2023-01-07,2023,5.0,31,North America
519262071,NIKON D850,150.0-600.0 mm f/5.0-6.3,5000,600 mm,Flash did not fire,f/6.3,1/1250 sec,4308 pixels x 2842 pixels,609.19 KB,,,,,Greater Pewee,Contopus pertinax,Noah Brinkman,2023-01-01,2023,5.0,31,North America
487599421,NIKON D500,500.0 mm f/5.6,1250,500 mm,Flash did not fire,f/5.6,1/400 sec,3840 pixels x 2896 pixels,2.34 MB,,,,,Nelson's Sparrow,Ammospiza nelsoni,David Wallace,2022-09-25,2022,5.0,31,North America
471332121,Canon EOS R5,RF100-500mm F4.5-7.1 L IS USM,500,500 mm,Flash did not fire,f/8.0,1/2000 sec,1781 pixels x 1338 pixels,470.74 KB,,,,,Southern Lapwing,Vanellus chilensis,Tammy McQuade,2022-07-30,2022,5.0,31,North America
458637531,Canon EOS 90D,150-600mm F5-6.3 DG OS HSM | Contemporary 015,1250,600 mm,Flash did not fire,f/8.0,1/1600 sec,4792 pixels x 3148 pixels,10.58 MB,,,,,Willet,Tringa semipalmata,Liam Huber,2022-06-11,2022,5.0,31,North America
339633911,ILCE-1,FE 200-600mm F5.6-6.3 G OSS,1000,600 mm,Flash did not fire,f/6.3,1/1600 sec,4603 pixels x 3069 pixels,761.81 KB,,,,,Scripps's Murrelet,Synthliboramphus scrippsi,Andrew Newmark,2021-05-15,2021,5.0,31,North America
453548041,NIKON Z 7,500.0 mm f/4.0,72,500 mm,Flash did not fire,f/4.0,1/1000 sec,2000 pixels x 1334 pixels,1.53 MB,,,,,King Vulture,Sarcoramphus papa,Su Li,2022-05-06,2022,5.0,31,North America
418696011,NIKON D500,,500,500 mm,Flash did not fire,f/5.6,1/3200 sec,3351 pixels x 2238 pixels,1.18 MB,,,,,Thick-billed Murre,Uria lomvia,Ernest Hahn,2022-02-21,2022,5.0,31,North America
399493801,NIKON D500,,160,500 mm,Flash did not fire,f/5.6,1/320 sec,3953 pixels x 2634 pixels,1.65 MB,,,,,Killdeer,Charadrius vociferus,Katie Warner,2021-12-27,2021,5.0,31,North America
605108411,Canon EOS R8,RF100-500mm F4.5-7.1 L IS USM,,500 mm,,f/8.0,1/500 sec,2101 pixels x 1401 pixels,1.85 MB,,,,,Tricolored Munia,Lonchura malacca,Sourav Mandal,2023-08-13,2023,5.0,24,Asia
571275511,NIKON D500,150.0-600.0 mm f/5.0-6.3,4000,200 mm,Flash did not fire,f/5.6,1/1250 sec,3872 pixels x 2581 pixels,5.33 MB,,,,,Ruffed Grouse,Bonasa umbellus,Christian Briand,2023-05-13,2023,5.0,31,North America
478622441,NIKON D500,200.0-500.0 mm f/5.6,100,500 mm,Flash did not fire,f/5.6,1/400 sec,3461 pixels x 2307 pixels,5.03 MB,,,,,Red Crossbill,Loxia curvirostra,James MacKenzie,2022-08-25,2022,5.0,31,North America
316475711,NIKON D500,200.0-500.0 mm f/5.6,250,500 mm,Flash did not fire,f/5.6,1/800 sec,4272 pixels x 2848 pixels,5.41 MB,,,,,White-rumped Munia,Lonchura striata,Ian Hearn,2021-03-14,2021,5.0,25,Asia
83211011,NIKON D80,,200,400 mm,"Flash did not fire, auto",f/5.6,1/800 sec,1278 pixels x 856 pixels,339.25 KB,,,,,Indian Roller,Coracias benghalensis,Peter Arras,2018-01-24,2018,5.0,25,Asia
71411311,Canon EOS 7D Mark II,EF500mm f/4L IS II USM +1.4x III,800,700 mm,"Flash did not fire, auto",f/6.3,1/800 sec,3858 pixels x 2572 pixels,817.79 KB,,,,,Least Auklet,Aethia pusilla,Eric VanderWerf,2015-06-05,2015,5.0,31,North America
86706511,NIKON D500,300.0 mm f/4.0,250,300 mm,Flash did not fire,f/7.1,1/2500 sec,4082 pixels x 2721 pixels,2.01 MB,,,,,Wilson's Plover,Anarhynchus wilsonia,Melissa James,2015-06-18,2015,5.0,31,North America
627619151,Canon EOS R5m2,RF200-800mm F6.3-9 IS USM,1600,707 mm,Flash did not fire,f/9.0,1/2000 sec,1920 pixels x 1080 pixels,726.75 KB,,,,,Long-tailed Duck,Clangula hyemalis,SONER SABIRLI,2024-12-16,2024,5.0,24,Asia
614110752,Canon EOS R7,RF100-500mm F4.5-7.1 L IS USM,500,500 mm,Flash did not fire,f/7.1,1/1000 sec,4724 pixels x 3053 pixels,5.68 MB,,,,,Oriental Darter,Anhinga melanogaster,Andrew Spencer,2023-12-31,2023,5.0,24,Asia
625575312,Canon EOS R7,RF100-500mm F4.5-7.1 L IS USM,2500,500 mm,Flash did not fire,f/7.1,1/400 sec,3761 pixels x 2507 pixels,2.29 MB,,,,,Blyth's Reed Warbler,Acrocephalus dumetorum,Shashidhar Joshi,2024-10-29,2024,5.0,24,Asia
144333121,ILCE-7M3,FE 100-400mm F4.5-5.6 GM OSS,1600,400 mm,"Flash did not fire, auto",f/7.1,1/320 sec,3655 pixels x 2438 pixels,4.95 MB,,,,,Crescent-chested Warbler,Oreothlypis superciliosa,Patrick Van Thull,2019-03-08,2019,5.0,31,North America
586880461,Canon EOS 5D Mark III,150-600mm F5-6.3 DG OS HSM | Contemporary 015,1250,600 mm,Flash did not fire,f/6.3,1/500 sec,3794 pixels x 2495 pixels,2.92 MB,,,,,Limpkin,Aramus guarauna,Alex Marine,2023-05-29,2023,5.0,55,North America
616787485,Canon EOS R5,EF500mm f/4.5L USM,1600,500 mm,Flash did not fire,f/4.5,1/4000 sec,3944 pixels x 3048 pixels,2.59 MB,,,,,Tree Swallow,Tachycineta bicolor,Alva  Steury,2024-04-01,2024,5.0,55,North America
620824013,Canon EOS R7,RF100-500mm F4.5-7.1 L IS USM,800,500 mm,Flash did not fire,f/7.1,1/640 sec,5665 pixels x 3776 pixels,8.39 MB,,,,,Greater Prairie-Chicken,Tympanuchus cupido,Tommy Childers,2024-04-13,2024,5.0,55,North America
173852261,NIKON D500,200.0-500.0 mm f/5.6,1600,500 mm,Flash did not fire,f/7.1,1/1000 sec,5427 pixels x 3618 pixels,6.11 MB,,,,,Semipalmated Plover,Charadrius semipalmatus,Kyle Tansley,2019-08-24,2019,5.0,31,North America
545185171,Canon EOS R7,EF100-400mm f/4.5-5.6L IS II USM,800,400 mm,Flash did not fire,f/5.6,1/640 sec,4558 pixels x 3039 pixels,1.75 MB,,,,,Spotted Towhee,Pipilo maculatus,Tom Fangrow,2023-03-13,2023,5.0,31,North America
558239611,NIKON D500,500.0 mm f/5.6,500,500 mm,Flash did not fire,f/5.6,1/2500 sec,4376 pixels x 2917 pixels,5.18 MB,,,,,Tufted Titmouse,Baeolophus bicolor,Ben  Lucking,2023-04-15,2023,5.0,31,North America
621206798,ILCE-1,FE 200-600mm F5.6-6.3 G OSS,1000,600 mm,Flash did not fire,f/6.3,1/1000 sec,2400 pixels x 1600 pixels,1.16 MB,,,,,Tricolored Heron,Egretta tricolor,Jonathan Casanova,2024-07-06,2024,5.0,31,North America
618943077,ILCE-7M3,FE 200-600mm F5.6-6.3 G OSS,1000,600 mm,Flash did not fire,f/6.3,1/125 sec,1760 pixels x 1320 pixels,581.03 KB,,,,,Black Hawk-Eagle,Spizaetus tyrannus,Carlos Ulate,2024-05-11,2024,5.0,31,North America
617976787,ILCE-9,FE 200-600mm F5.6-6.3 G OSS,6400,600 mm,Flash did not fire,f/6.3,1/500 sec,4462 pixels x 2975 pixels,3.21 MB,,,,,Piping Plover,Charadrius melodus,Kevin Lin,2024-04-26,2024,5.0,31,North America
613136913,NIKON D500,200.0-500.0 mm f/5.6,1000,480 mm,Flash did not fire,f/5.6,1/1250 sec,2838 pixels x 1892 pixels,884.83 KB,,,,,Atlantic Puffin,Fratercula arctica,Lory Cantin,2023-08-18,2023,5.0,31,North America
612207961,NIKON D850,200.0-500.0 mm f/5.6,400,500 mm,Flash did not fire,f/5.6,1/1250 sec,6495 pixels x 4330 pixels,20.77 MB,,,,,Piping Plover,Charadrius melodus,Jedidiah Gray,2023-07-01,2023,5.0,31,North America
566309221,ILCE-6600,FE 200-600mm F5.6-6.3 G OSS,250,600 mm,Flash did not fire,f/6.3,1/1000 sec,3458 pixels x 2305 pixels,2.68 MB,,,,,Black-throated Sparrow,Amphispiza bilineata,Sophie Cameron,2023-04-29,2023,5.0,31,North America
560823251,NIKON D7500,,560,500 mm,"Flash did not fire, auto",f/5.6,1/500 sec,3754 pixels x 3003 pixels,2.5 MB,,,,,Eastern Screech-Owl,Megascops asio,jen brumfield,2023-04-21,2023,5.0,31,North America
624793021,ILCE-1,FE 300mm F2.8 GM OSS + 2X Teleconverter,10000,600 mm,Flash did not fire,f/5.6,1/500 sec,4681 pixels x 3121 pixels,4.98 MB,,,,,Dull-mantled Antbird,Sipia laemosticta,Marc Kramer (Birding by Bus),2024-10-01,2024,5.0,31,North America
627551233,NIKON D500,150.0-600.0 mm f/5.0-6.3,110,600 mm,Flash did not fire,f/6.3,1/1000 sec,3704 pixels x 2469 pixels,5.71 MB,,,,,Sinai Rosefinch,Carpodacus synoicus,Yonatan Gordon,2024-12-14,2024,5.0,22,Asia
586751791,Canon EOS R3,EF600mm f/4L IS II USM +2x III,3200,1200 mm,Flash did not fire,f/8.0,1/640 sec,3935 pixels x 2623 pixels,4.37 MB,,,,,Zebra Woodpecker,Meiglyptes tristis,JJ Harrison,2023-06-14,2023,5.0,22,Asia
624663103,Canon EOS R7,RF600mm F11 IS STM,800,600 mm,Flash did not fire,f/11.0,1/500 sec,4389 pixels x 2926 pixels,3.44 MB,,,,,Streaked Shearwater,Calonectris leucomelas,Vikram S,2024-10-06,2024,5.0,22,Asia
626377202,Canon EOS R,,1600,600 mm,Flash did not fire,f/4.0,1/4000 sec,1800 pixels x 1012 pixels,561.08 KB,,,,,Changeable Hawk-Eagle (Crested),Nisaetus cirrhatus cirrhatus/ceylanensis,Lukasz Ifczok,2024-10-10,2024,5.0,22,Asia
206209791,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,640,400 mm,"Flash did not fire, auto",f/5.6,1/320 sec,2182 pixels x 1456 pixels,1.52 MB,,,,,Collared Kingfisher (Oriental),Todiramphus chloris [humii Group],Leslie George,2019-02-22,2019,5.0,22,Asia
628108015,Canon EOS R5,EF400mm f/2.8L IS II USM +2x III,320,800 mm,Flash did not fire,f/5.6,1/1000 sec,8118 pixels x 5415 pixels,6.14 MB,,,,,King Eider,Somateria spectabilis,Thomas Ford-Hutchinson,2024-12-27,2024,5.0,31,North America
548692871,Canon EOS R5,EF500mm f/4L IS II USM,800,500 mm,Flash did not fire,f/6.3,1/2000 sec,4452 pixels x 2969 pixels,5.66 MB,,,,,White-spectacled Bulbul,Pycnonotus xanthopygos,Wojciech Janecki,2023-02-26,2023,5.0,23,Asia
553725421,NIKON Z 9,NIKKOR Z 800mm f/6.3 VR S,1250,800 mm,Flash did not fire,f/6.3,1/60 sec,3840 pixels x 2160 pixels,4.82 MB,,,,,Red-crowned Barbet,Psilopogon rafflesii,Soong Ming Wong,2023-03-13,2023,5.0,23,Asia
554138971,Canon EOS R5,EF400mm f/2.8L IS II USM +1.4x III,1000,560 mm,Flash did not fire,f/5.0,1/8000 sec,3392 pixels x 5088 pixels,1.81 MB,,,,,Eastern Black-eared Wheatear,Oenanthe melanoleuca,Volker Hesse,2023-03-27,2023,5.0,23,Asia
556196531,NIKON D500,,400,500 mm,Flash did not fire,f/5.6,1/5000 sec,3840 pixels x 2160 pixels,2.96 MB,,,,,Hooded Wheatear,Oenanthe monacha,Kuzey Cem Kulaçoğlu,2023-04-01,2023,5.0,23,Asia
556915671,Canon EOS 7D Mark II,EF300mm f/4L IS USM +1.4x III,400,420 mm,Flash did not fire,f/8.0,1/4000 sec,3970 pixels x 2647 pixels,5.1 MB,,,,,Thick-billed Lark,Ramphocoris clotbey,Amit Goldstein,2023-04-01,2023,5.0,23,Asia
205716931,Canon EOS 60D,205-390mm,800,279 mm,Flash fired,f/5.6,0.02 sec,3000 pixels x 2000 pixels,7.28 MB,,,,,Savanna Nightjar,Caprimulgus affinis,Rusman Budi  Prasetyo,2015-05-03,2015,5.0,23,Asia
478161161,Canon EOS 4000D,150-500mm,400,500 mm,Flash did not fire,f/9.0,1/800 sec,4226 pixels x 2817 pixels,9.01 MB,,,,,Ruff,Calidris pugnax,Jordan Grau,2022-08-23,2022,5.0,23,Asia
205668271,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,1250,105 mm,"Flash did not fire, auto",f/5.6,1/160 sec,5173 pixels x 3449 pixels,9.36 MB,,,,,Cabot's Tragopan,Tragopan caboti,Chun Fai LO,2017-01-15,2017,5.0,23,Asia
214654451,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,800,400 mm,"Flash did not fire, auto",f/7.1,1/250 sec,5472 pixels x 3648 pixels,8.71 MB,,,,,Sind Woodpecker,Dendrocopos assimilis,Dorna Mojab,2020-02-11,2020,5.0,23,Asia
351401471,ILCE-7RM4,FE 200-600mm F5.6-6.3 G OSS,250,600 mm,Flash did not fire,f/7.1,1/500 sec,4368 pixels x 2912 pixels,9.73 MB,,,,,Arabian Waxbill,Estrilda rufibarba,Ibrahim Alshwamin,2021-05-24,2021,5.0,23,Asia
369082811,Canon EOS R5,EF400mm f/4 DO IS II USM +1.4x III,800,560 mm,Flash did not fire,f/6.3,1/640 sec,3000 pixels x 1968 pixels,2.93 MB,,,,,Pied Bushchat,Saxicola caprata,Robert Hutchinson,2021-09-12,2021,5.0,23,Asia
611064658,Canon EOS R5,RF100-500mm F4.5-7.1 L IS USM,200,500 mm,Flash did not fire,f/8.0,1/500 sec,4192 pixels x 2364 pixels,1.39 MB,,,,,Red-winged Parrot,Aprosmictus erythropterus,Elspeth M,2023-08-29,2023,5.0,85,Australia
172672931,Canon EOS 5DS R,EF400mm f/4 DO IS II USM,1600,400 mm,"Flash did not fire, auto",f/4.0,1/640 sec,7215 pixels x 4810 pixels,10.32 MB,,,,,Marbled Godwit,Limosa fedoa,Tony Dvorak,2019-08-15,2019,5.0,35,North America
105796241,NIKON 1 V2,1 NIKKOR VR 70-300mm f/4.5-5.6,640,300 mm,Flash did not fire,f/7.1,1/800 sec,4222 pixels x 2815 pixels,1.45 MB,,,,,Purple-crowned Fairy,Heliothryx barroti,Don Danko,2017-12-12,2017,5.0,35,North America
185691161,Canon EOS 5D Mark IV,EF300mm f/2.8L IS II USM +1.4x III,4000,420 mm,"Flash did not fire, auto",f/4.0,1/500 sec,2792 pixels x 2094 pixels,2.91 MB,,,,,Festive Coquette,Lophornis chalybeus,Nick Athanas,2019-08-27,2019,5.0,23,South America
224931691,Canon EOS 7D Mark II,EF100-400mm f/4.5-5.6L IS II USM,1250,120 mm,"Flash did not fire, auto",f/7.1,1/60 sec,1979 pixels x 1229 pixels,1.77 MB,,,,,Andean Cock-of-the-rock,Rupicola peruvianus,Carlos Sanchez,2019-11-25,2019,5.0,23,South America
177942031,NIKON D850,200.0-500.0 mm f/5.6,500,500 mm,"Flash fired, return not detected",f/7.1,1/500 sec,2691 pixels x 1514 pixels,2.47 MB,,,,,White-browed Conebill,Conirostrum ferrugineiventre,Alfredo Cornejo,2019-09-11,2019,5.0,23,South America
419863411,NIKON D850,300.0 mm f/2.8,800,300 mm,Flash did not fire,f/4.5,1/640 sec,4721 pixels x 3147 pixels,4.03 MB,,,,,Cinnamon Flycatcher,Pyrrhomyias cinnamomeus,Brandon Nidiffer,2022-02-02,2022,5.0,23,South America
507818981,Canon EOS R5,EF500mm f/4L IS II USM,2000,500 mm,Flash did not fire,f/5.0,1/1000 sec,5000 pixels x 3335 pixels,5.92 MB,,,,,Golden-bellied Starfrontlet,Coeligena bonapartei,Marco Valentini,2022-10-30,2022,5.0,23,South America
616516091,NIKON D7000,100.0-400.0 mm f/5.0-6.3,400,400 mm,Flash did not fire,f/6.3,1/2500 sec,4641 pixels x 2925 pixels,6.29 MB,,,,,Chatham Albatross,Thalassarche eremita,Pablo Gutiérrez Maier,2024-03-23,2024,5.0,23,South America
185279211,COOLPIX P900,,140,170 mm,"Flash did not fire, auto",f/5.6,1/500 sec,4003 pixels x 2669 pixels,2.56 MB,,,,,Song Sparrow,Melospiza melodia,Charlotte M,2019-10-31,2019,5.0,35,North America
511871951,NIKON D7100,,560,,,,,3746 pixels x 2497 pixels,1.98 MB,,,,,Golden-collared Honeycreeper,Iridophanes pulcherrimus,David Hollie,2022-05-29,2022,5.0,22,South America
205792941,COOLPIX P900,,200,321 mm,"Flash did not fire, auto",f/6.3,1/30 sec,4705 pixels x 3059 pixels,4.53 MB,,,,,Pin-tailed Manakin,Ilicura militaris,Aisse Gaertner,2016-03-31,2016,5.0,22,South America
273919141,Canon EOS 7D Mark II,EF300mm f/4L IS USM,500,300 mm,Flash did not fire,f/6.3,1/250 sec,7677 pixels x 4537 pixels,6.8 MB,,,,,Red-breasted Toucan,Ramphastos dicolorus,Caio Brito,2016-05-15,2016,5.0,22,South America
321467011,NIKON D7200,300.0 mm f/2.8,250,300 mm,Flash did not fire,f/6.3,0.01 sec,4813 pixels x 3393 pixels,7.67 MB,,,,,Russet-backed Oropendola,Psarocolius angustifrons,Alex Luna,2018-04-30,2018,5.0,22,South America
373093721,Canon EOS 7D Mark II,150-600mm F5-6.3 DG OS HSM | Contemporary 015,2500,600 mm,Flash did not fire,f/6.3,1/320 sec,2510 pixels x 1883 pixels,4.86 MB,,,,,Atlantic Royal Flycatcher,Onychorhynchus swainsoni,Alex Mesquita,2021-09-20,2021,5.0,22,South America
506539681,Canon EOS R6,RF100-500mm F4.5-7.1 L IS USM,4000,500 mm,Flash did not fire,f/10.0,1/800 sec,4214 pixels x 2902 pixels,5.99 MB,,,,,Rufous-crested Coquette,Lophornis delattrei,Thibaud Aronson,2022-10-13,2022,5.0,22,South America
614525499,NIKON D850,150.0-600.0 mm f/5.0-6.3,5000,500 mm,Flash did not fire,f/6.0,1/500 sec,2054 pixels x 1398 pixels,2.16 MB,,,,,Chestnut-breasted Coronet,Boissonneaua matthewsii,David F. Belmonte,2024-01-20,2024,5.0,22,South America
116721931,NIKON D750,,160,390 mm,"Flash did not fire, auto",f/5.6,1/320 sec,4344 pixels x 2896 pixels,11.46 MB,,,,,Hyacinth Macaw,Anodorhynchus hyacinthinus,Luiz Moschini,2018-09-13,2018,5.0,22,South America
516769161,Canon EOS 5D Mark IV,EF100-400mm f/4.5-5.6L IS II USM,4000,340 mm,Flash did not fire,f/5.6,1/640 sec,3616 pixels x 2411 pixels,3.58 MB,,,,,Hyacinth Macaw,Anodorhynchus hyacinthinus,Thomas Galewski,2022-08-01,2022,5.0,22,South America
35706581,NIKON D7100,300.0 mm f/2.8,640,300 mm,"Flash did not fire, auto",f/5.0,1/2500 sec,2656 pixels x 1771 pixels,1.11 MB,,,,,Blue Dacnis,Dacnis cayana,Hudson - BirdsRio,2016-09-02,2016,5.0,25,South America
623583885,Canon EOS 6D,TAMRON SP 150-600mm F/5-6.3 Di VC USD G2 A022,500,600 mm,Flash did not fire,f/6.3,1/1600 sec,3690 pixels x 2460 pixels,899.91 KB,,,,,White-tufted Grebe,Rollandia rolland,Martín  Perez,2024-09-10,2024,5.0,23,South America
400567381,Canon EOS 7D Mark II,EF400mm f/5.6L USM,320,400 mm,Flash did not fire,f/5.6,1/1600 sec,4914 pixels x 3052 pixels,7.53 MB,,,,,Anhinga,Anhinga anhinga,Tommy Quarles,2021-12-30,2021,5.0,50,North America
518651461,Canon EOS 90D,150-600mm F5-6.3 DG OS HSM | Contemporary 015,2000,600 mm,Flash did not fire,f/6.3,1/320 sec,5898 pixels x 3932 pixels,7.58 MB,,,,,Allen's Hummingbird,Selasphorus sasin,Alex Smilor,2022-12-31,2022,5.0,50,North America
584800491,Canon EOS R7,150-600mm F5-6.3 DG OS HSM | Contemporary 015,400,361 mm,Flash did not fire,f/8.0,1/640 sec,6208 pixels x 3725 pixels,2.98 MB,,,,,Wilson's Phalarope,Phalaropus tricolor,Evan Larson,2023-06-14,2023,5.0,50,North America
598292181,NIKON D5300,150.0-600.0 mm f/5.0-6.3,6400,600 mm,Flash did not fire,f/8.0,1/250 sec,3616 pixels x 2583 pixels,3.05 MB,,,,,Blue Seedeater,Amaurospiza concolor,Leonardo Valverde,2023-07-24,2023,5.0,50,North America
356783241,ILCE-9M2,FE 200-600mm F5.6-6.3 G OSS,1600,600 mm,Flash did not fire,f/6.3,1/2000 sec,2436 pixels x 1452 pixels,2.05 MB,,,,,Purple Martin,Progne subis,Peter F,2021-07-21,2021,5.0,50,North America
625053749,E-M1MarkII,OLYMPUS M.300mm F4.0,1600,300 mm,Flash did not fire,f/8.0,1/500 sec,3705 pixels x 2779 pixels,5.48 MB,,,,,Red-necked Grebe,Podiceps grisegena,Steve Wickliffe,2024-07-26,2024,5.0,34,North America
620698819,NIKON Z 8,VR 600mm f/4E,360,600 mm,Flash did not fire,f/4.0,1/400 sec,6452 pixels x 4301 pixels,7.83 MB,,,,,Piping Plover,Charadrius melodus,Ryan Shean,2023-07-21,2023,5.0,34,North America
619893663,Canon EOS 6D Mark II,EF100-400mm f/4.5-5.6L IS II USM,10000,400 mm,Flash did not fire,f/6.3,1/800 sec,3300 pixels x 2200 pixels,5.94 MB,,,,,Wilson's Warbler (chryseola),Cardellina pusilla chryseola,Michael Long,2024-05-25,2024,5.0,34,North America
613849940,Canon EOS 7D Mark II,150-600mm F5-6.3 DG OS HSM | Contemporary 015,1250,600 mm,Flash did not fire,f/7.1,1/800 sec,4129 pixels x 2690 pixels,3.43 MB,,,,,Ring-necked Duck,Aythya collaris,Cadeo Scott Schipper,2024-01-21,2024,5.0,34,North America
121598351,NIKON D500,,640,500 mm,Flash did not fire,f/13.0,1/640 sec,1999 pixels x 1600 pixels,232.68 KB,,,,,Blue Finch,Rhopospina caerulescens,Tini & Jacob Wijpkema,2018-10-12,2018,5.0,24,South America
122300851,Canon EOS 5D Mark III,EF28-300mm f/3.5-5.6L IS USM,250,300 mm,"Flash did not fire, auto",f/5.6,1/1250 sec,1920 pixels x 1281 pixels,756.39 KB,,,,,Inca Tern,Larosterna inca,Joshua Covill,2018-11-05,2018,5.0,24,South America
134643371,Canon EOS 5D Mark IV,EF100-400mm f/4.5-5.6L IS II USM,1250,400 mm,"Flash did not fire, auto",f/5.6,0.02 sec,1200 pixels x 800 pixels,514.45 KB,,,,,Helmeted Woodpecker,Celeus galeatus,Alexandre Gualhanone,2018-06-22,2018,5.0,24,South America
182670931,NIKON D500,200.0-500.0 mm f/5.6,1600,380 mm,Flash did not fire,f/5.6,1/250 sec,3379 pixels x 2252 pixels,3.05 MB,,,,,White-bellied Woodstar,Chaetocercus mulsant,Jeff Maw,2019-01-25,2019,5.0,24,South America
