catalog_number,common_name,scientific_name,photographer,date,year,rating,num_ratings,location
608750647,Least Bittern,Botaurus exilis,Van Pierszalowski,2023-09-11,2023,4.97,30,North America
609299215,Limpkin,Aramus guarauna,Michael Fogleman,2023-09-26,2023,4.97,30,North America
554073531,White-throated Needletail,Hirundapus caudacutus,重融 黃,2023-03-31,2023,4.97,61,Asia
234407911,Sora,Porzana carolina,Nick Tepper,2020-05-13,2020,4.97,30,North America
441770901,Orchard Oriole,Icterus spurius,Drew Beamer,2022-04-29,2022,4.97,95,North America
627028781,Shoebill,Balaeniceps rex,Anton Cnudde,2024-10-27,2024,4.97,34,Africa
515072241,Brambling,Fringilla montifringilla,Liam Hutcheson,2022-12-20,2022,4.97,94,North America
60965271,Smith's Longspur,Calcarius pictus,Alvan Buckley,2017-06-12,2017,4.97,74,North America
591663291,Ornate Hawk-Eagle,Spizaetus ornatus,Sui Fernández,2023-07-02,2023,4.97,91,North America
613477461,Great Gray Shrike,Lanius excubitor,Thomas Gibson,2024-01-04,2024,4.97,31,Africa
199988131,Greater Yellownape,Chrysophlegma flavinucha,Mollee Brown,2020-01-14,2020,4.97,70,Asia
51315641,Plain Martin,Riparia paludicola,Simon Best,2017-03-03,2017,4.97,31,Africa
38986421,Cape Verde Shearwater,Calonectris edwardsii,Marshall Iliff,2016-10-19,2016,4.97,31,Africa
275750681,Clark's Nutcracker,Nucifraga columbiana,Jen Sanford,2017-07-13,2017,4.97,74,North America
226540551,Common Yellowthroat,Geothlypis trichas,Doug Hommert,2020-04-23,2020,4.97,74,North America
246170051,Purple Heron,Ardea purpurea,DIEGO GOMEZ CRISTOBAL,2020-06-28,2020,4.97,71,Europe
246628451,Eurasian Golden Oriole,Oriolus oriolus,José María Benítez,2020-06-27,2020,4.97,71,Europe
525878641,Abyssinian Roller,Coracias abyssinicus,Dominic Mitchell,2020-03-01,2020,4.97,33,Africa
266057181,Black-bellied Plover,Pluvialis squatarola,Allan  Bigras,2020-09-26,2020,4.97,30,North America
354144911,Common Loon,Gavia immer,Alain Kemp,2021-07-11,2021,4.97,30,North America
204549721,Black Heron,Egretta ardesiaca,Eric van Poppel,2017-01-16,2017,4.97,32,Africa
182669291,Red Knot,Calidris canutus,Baxter Beamer,2019-10-12,2019,4.97,68,North America
310732231,Great Horned Owl,Bubo virginianus,Connor Bowhay,2021-02-21,2021,4.97,30,North America
522410081,Red Crossbill,Loxia curvirostra,Ken Winkler,2023-01-09,2023,4.97,29,North America
430829271,Fox Sparrow,Passerella iliaca,Charles Fitzpatrick,2022-04-01,2022,4.97,29,North America
561976331,Upland Sandpiper,Bartramia longicauda,Mike Riley,2023-04-23,2023,4.97,90,North America
531079731,Wrentit,Chamaea fasciata,Alex Merritt,2023-01-29,2023,4.97,29,North America
611376544,Townsend's Solitaire,Myadestes townsendi,Cameron Chevalier,2023-11-20,2023,4.97,31,North America
540986511,Shoebill,Balaeniceps rex,Ted Wolff,2023-02-05,2023,4.97,39,Africa
553266241,Mountain Bluebird,Sialia currucoides,Krista Hinman,2023-04-03,2023,4.97,30,North America
617716914,Tree Swallow,Tachycineta bicolor,Manuel Salgado,2024-04-21,2024,4.97,76,North America
613908556,Northern Cardinal,Cardinalis cardinalis,Zachary Vaughan,2024-01-23,2024,4.97,30,North America
624669826,Royal Tern,Thalasseus maximus,Tzvi Deutsch,2024-10-07,2024,4.97,30,North America
557970081,Western Sandpiper,Calidris mauri,Amy Hudechek,2023-04-14,2023,4.97,86,North America
593615781,Sooty Grouse,Dendragapus fuliginosus,Rachel Hudson,2023-07-12,2023,4.97,31,North America
611287644,Greater Roadrunner,Geococcyx californianus,Liam Wolff,2023-11-10,2023,4.97,31,North America
523003751,Spectacled Owl,Pulsatrix perspicillata,Carter Hansen,2022-12-13,2022,4.97,30,North America
611748264,Snoring Rail,Aramidopsis plateni,Carlos Bocos,2023-11-26,2023,4.97,58,Asia
550021091,Mallard,Anas platyrhynchos,Dan Vickers,2023-03-26,2023,4.97,67,North America
323066261,Greater Prairie-Chicken,Tympanuchus cupido,Amiel Hopkins,2021-04-03,2021,4.97,30,North America
554802721,Brown Creeper,Certhia americana,Carl Giometti 🍹,2023-04-07,2023,4.97,67,North America
522997991,Boat-billed Heron,Cochlearius cochlearius,Leo Damrow,2022-11-19,2022,4.97,30,North America
544607521,Ross's Gull,Rhodostethia rosea,Simon Tolzmann,2023-03-11,2023,4.97,72,North America
313251331,Northern Pintail,Anas acuta,Steve Rappaport,2021-03-03,2021,4.97,72,North America
619495729,Western Capercaillie,Tetrao urogallus,Lukas Sekelsky,2024-05-22,2024,4.97,59,Europe
265293941,Nuttall's Woodpecker,Dryobates nuttallii,Steve Tucker,2020-06-05,2020,4.97,72,North America
262803691,Burrowing Owl,Athene cunicularia,Christopher Lindsey,2020-09-13,2020,4.97,76,North America
270969101,American Avocet,Recurvirostra americana,Brandon Caswell,2020-10-14,2020,4.97,67,North America
517135551,African Crake,Crecopsis egregia,David Perez,2022-12-27,2022,4.97,36,Africa
434629811,Greater Flamingo,Phoenicopterus roseus,Daniel Field,2022-04-11,2022,4.97,58,Europe
610485160,Eastern Towhee,Pipilo erythrophthalmus,Charles Villeneuve,2023-10-28,2023,4.97,35,North America
239963841,Tropical Screech-Owl,Megascops choliba,Esteban Roldán,2020-05-30,2020,4.97,99,South America
289384351,Spectacled Tyrant,Hymenops perspicillatus,Hederd Torres García,2020-12-19,2020,4.97,116,South America
592823361,Limpkin (Speckled),Aramus guarauna [pictus Group],Peter Hamner,2023-07-09,2023,4.97,35,North America
186323901,Ochre-faced Tody-Flycatcher,Poecilotriccus plumbeiceps,Jorge  Quiroga,2019-11-06,2019,4.97,87,South America
615604100,Reddish Egret,Egretta rufescens,Cameron Johnson,2024-03-01,2024,4.97,35,North America
433845211,Beach Thick-knee,Esacus magnirostris,Peter Stevens,2022-04-10,2022,4.97,36,Australia
616529921,Chatham Albatross,Thalassarche eremita,Pablo Martinez Morales,2024-03-23,2024,4.97,136,South America
620962907,Multicolored Tanager,Chlorochrysa nitidissima,Johnnier Arango | theandeanbirder.com,2024-04-07,2024,4.97,159,South America
259358411,Stripe-backed Bittern,Botaurus involucris,Ghiorzo Joaquín,2019-12-01,2019,4.97,174,South America
582783851,Southern Lapwing,Vanellus chilensis,Francisco Castro Carmona,2023-06-07,2023,4.97,86,South America
246353121,Virginia Rail,Rallus limicola,Bill Asteriades,2020-06-28,2020,4.97,36,North America
62216621,Yellow-bellied Tanager,Ixothraupis xanthogastra,Oscar Johnson,2015-09-21,2015,4.97,60,South America
228327511,Western Corella,Cacatua pastinator,Martin  Flack,2019-11-18,2019,4.97,40,Australia
431283501,Yellow-crowned Night Heron,Nyctanassa violacea,Riley Metcalfe,2022-04-02,2022,4.97,59,North America
609682277,Marbled Godwit,Limosa fedoa,Will Knowlton,2023-10-07,2023,4.97,35,North America
524522661,Hooded Merganser,Lophodytes cucullatus,James Patten,2023-01-14,2023,4.97,35,North America
506350691,Sedge Wren,Cistothorus stellaris,James Maley,2022-11-22,2022,4.97,35,North America
164373061,White-cheeked Honeyeater,Phylidonyris niger,Jack Morgan,2019-06-16,2019,4.97,38,Australia
185449611,Partridge Pigeon,Geophaps smithii,Sam Woods,2019-09-28,2019,4.97,38,Australia
103453561,Tyrian Metaltail,Metallura tyrianthina,Drew Weber,2018-04-29,2018,4.97,62,South America
28317261,Blackburnian Warbler,Setophaga fusca,Edward Plumer,2016-05-02,2016,4.97,34,North America
610813760,Winter Wren,Troglodytes hiemalis,Gerald Romanchuk,2023-11-05,2023,4.97,34,North America
354265321,Banded Quail,Philortyx fasciatus,Miguel Aguilar @birdnomad,2021-04-09,2021,4.97,32,North America
418901631,Boreal Owl,Aegolius funereus,Mark Peck,2022-02-19,2022,4.97,34,North America
624250866,Spotted Quail-thrush,Cinclosoma punctatum,Kate McKay,2024-09-27,2024,4.97,31,Australia
612955273,Papuan Pitta,Erythropitta macklotii,Matt Wright | Faunagraphic Wildlife Tours,2024-01-02,2024,4.97,31,Australia
194958351,Oriental Cuckoo,Cuculus optatus,Rick Franks,2019-12-20,2019,4.97,30,Australia
114011531,Red-kneed Dotterel,Erythrogonys cinctus,Andrew Allen,2018-09-08,2018,4.97,30,Australia
428709361,Superb Fairywren,Malurus cyaneus,Terry Gallagher,2022-02-11,2022,4.97,29,Australia
167343551,Australian Pelican,Pelecanus conspicillatus,Dan Forster,2019-07-06,2019,4.97,29,Australia
588239031,Victoria's Riflebird,Ptiloris victoriae,Dave Howes,2023-06-19,2023,4.97,30,Australia
617150787,Lesser Scaup,Aythya affinis,Gavin McKinnon,2024-03-30,2024,4.97,34,North America
250980011,Garnet-throated Hummingbird,Lamprolaima rhami,Maria Jose Lou,2019-09-08,2019,4.97,36,North America
507924791,Scintillant Hummingbird,Selasphorus scintilla,Jean Bonilla,2022-11-16,2022,4.97,39,North America
161536971,Painted Bunting,Passerina ciris,Laura Keene,2019-05-28,2019,4.97,39,North America
171102031,Yellow-headed Caracara,Daptrius chimachima,Mark Schulist,2019-07-24,2019,4.97,39,North America
381088761,Anna's Hummingbird,Calypte anna,Joey Negreann,2021-10-09,2021,4.97,39,North America
182044511,Rufous Songlark,Cincloramphus mathewsi,David  Tytherleigh,2019-10-12,2019,4.97,62,Australia
519668981,Eastern Phoebe,Sayornis phoebe,Jonathan Taffet,2023-01-01,2023,4.97,37,North America
458055371,Antillean Nighthawk,Chordeiles gundlachii,Roberto Jovel,2022-06-09,2022,4.97,37,North America
418874331,Pileated Woodpecker,Dryocopus pileatus,Marie Dugan,2022-02-21,2022,4.97,37,North America
611745172,Prairie Falcon,Falco mexicanus,J Tanner,2023-11-30,2023,4.97,37,North America
62510241,White-tailed Ptarmigan,Lagopus leucura,Cameron Eckert,2017-07-02,2017,4.97,39,North America
344427331,Bay-breasted Warbler,Setophaga castanea,Brenda Bull,2021-06-01,2021,4.97,37,North America
594792581,Buller's Albatross,Thalassarche bulleri,Martin Allen,2023-07-16,2023,4.97,107,Australia
335256161,Eastern Shrike-tit,Falcunculus frontatus,Stephen Murray,2021-05-08,2021,4.97,157,Australia
170570611,Anna's Hummingbird,Calypte anna,Randy Walker,2019-07-05,2019,4.97,38,North America
611404307,Purple Gallinule,Porphyrio martinica,Brian Morin,2023-11-21,2023,4.97,36,North America
610008713,Scaly-breasted Hummingbird,Phaeochroa cuvierii,Rio Dante,2023-10-14,2023,4.97,36,North America
182116731,Stripe-backed Bittern,Botaurus involucris,Marcos de Campo,2019-10-06,2019,4.97,34,South America
599869271,Magellanic Woodpecker,Campephilus magellanicus,Kenneth Roberts,2023-07-23,2023,4.97,34,South America
400012461,Black Vulture,Coragyps atratus,Jefferson Shank,2021-08-08,2021,4.97,39,South America
450685131,Andean Flamingo,Phoenicoparrus andinus,Claudio Martin,2022-05-18,2022,4.97,39,South America
442510231,Yellow-billed Tit-Tyrant,Anairetes flavirostris,Mauricio  Silvera,2022-04-30,2022,4.97,37,South America
615897248,Sage Thrasher,Oreoscoptes montanus,Travis Maher,2024-03-10,2024,4.97,58,North America
482784981,Stripe-backed Bittern,Botaurus involucris,Federico Rubio,2022-09-07,2022,4.97,33,South America
266814651,Ruby-crowned Kinglet,Corthylio calendula,Ad Konings,2020-09-29,2020,4.97,37,North America
80983321,Andean Cock-of-the-rock,Rupicola peruvianus,John C. Mittermeier,2017-12-25,2017,4.97,30,South America
398848981,Virginia Rail,Rallus limicola,Evan Pannkuk,2021-12-25,2021,4.97,37,North America
603968511,Least Tern,Sternula antillarum,Nathaniel Sharp,2023-08-16,2023,4.97,37,North America
134387291,Elegant Trogon,Trogon elegans,James Hoagland,2019-01-10,2019,4.97,37,North America
202983491,Crimson-rumped Toucanet,Aulacorhynchus haematopygus,LUIS ENRIQUE BUENO,2019-12-21,2019,4.97,33,South America
182738101,Blue-naped Chlorophonia,Chlorophonia cyanea,Roger Ahlman,2019-09-13,2019,4.97,31,South America
167577231,Patagonian Tyrant,Colorhamphus parvirostris,Javier Gross,2019-07-07,2019,4.97,31,South America
387184011,Southern Fulmar,Fulmarus glacialoides,Javier Cotin,2021-11-11,2021,4.97,30,South America
63001451,Purple Heron,Ardea purpurea,Joao Quental JQuental,2017-06-16,2017,4.97,35,Europe
448672911,Cerulean Warbler,Setophaga cerulea,Joley Sullivan,2022-05-14,2022,4.97,357,North America
71800441,Northern Boobook,Ninox japonica,Kai Pflug,2017-10-14,2017,4.97,37,Asia
408718491,Black Phoebe,Sayornis nigricans,Alex Castelein,2022-01-21,2022,4.97,172,North America
383119791,Spotted Sandpiper,Actitis macularius,Iker Fernández Martínez,2019-04-23,2019,4.97,34,Europe
575926381,Oriental Pied-Hornbill,Anthracoceros albirostris,Parthasarathi Chakrabarti,2023-05-20,2023,4.97,35,Asia
464394551,Black-faced Spoonbill,Platalea minor,Yi-Cheng Chen,2020-03-07,2020,4.97,35,Asia
413159671,Tufted Duck,Aythya fuligula,Antonio Espin Fernandez,2022-02-05,2022,4.97,34,Europe
624192091,Short-eared Owl,Asio flammeus,Kit Day,2024-02-24,2024,4.97,34,Europe
419192831,European Starling,Sturnus vulgaris,Miguel Ángel  Berbegal Vázquez,2022-02-20,2022,4.97,34,Europe
535350131,Eurasian Goshawk,Astur gentilis,Pauline Yeckley,2023-02-14,2023,4.97,37,Europe
117599221,Eurasian Scops-Owl,Otus scops,Ky Clare,2018-10-06,2018,4.97,40,Asia
277842621,Rusty Blackbird,Euphagus carolinus,Jack Parlapiano,2020-11-06,2020,4.97,118,North America
610881123,Northern Pygmy-Owl,Glaucidium gnoma,Jill L,2023-10-29,2023,4.97,32,North America
412884221,Boreal Chickadee,Poecile hudsonicus,Patrice St-Pierre,2022-02-04,2022,4.97,130,North America
543758901,Shoebill,Balaeniceps rex,Ryan Jones,2023-02-05,2023,4.97,71,Africa
543350431,Lanceolated Monklet,Micromonacha lanceolata,RICARDO Rojas Arguedas,2023-03-06,2023,4.97,32,North America
415513561,Redhead,Aythya americana,Joe Bailey,2022-02-12,2022,4.97,114,North America
409661571,House Sparrow,Passer domesticus,Dimitris Salas,2022-01-25,2022,4.97,32,North America
611646676,Say's Phoebe,Sayornis saya,Allison Matlock,2023-11-27,2023,4.97,118,North America
395678251,Purple Sandpiper,Calidris maritima,Dmitriy Aronov,2021-12-13,2021,4.97,113,North America
335759091,American Oystercatcher,Haematopus palliatus,Jason Fehon,2021-05-08,2021,4.97,116,North America
613246991,White-fronted Quail-Dove,Geotrygon leucometopia,Doug Whitman,2023-12-28,2023,4.97,116,North America
468573451,Common Murre,Uria aalge,Paul O'Toole,2022-07-17,2022,4.97,32,North America
618091050,Cedar Waxwing,Bombycilla cedrorum,Andrew Sonea,2024-04-27,2024,4.97,66,North America
171518781,Pomarine Jaeger,Stercorarius pomarinus,Jason Dain,2019-08-03,2019,4.97,65,North America
436316561,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Rick Wilhoit,2022-04-16,2022,4.97,134,North America
215813081,Small Pratincole,Glareola lactea,Sneha Gupta,2020-03-15,2020,4.97,33,Asia
94364461,Temminck's Stint,Calidris temminckii,Tommy Pedersen,2018-04-13,2018,4.97,29,Asia
511459451,Peregrine Falcon,Falco peregrinus,Jordan Parham,2022-12-08,2022,4.97,33,North America
572646291,Dickcissel,Spiza americana,Derek Hudgins,2023-05-06,2023,4.97,33,North America
205738931,Black Grouse,Lyrurus tetrix,Morten Venas,2016-05-06,2016,4.97,29,Europe
613022853,Bohemian Waxwing,Bombycilla garrulus,Dominik Mayer,2024-01-02,2024,4.97,29,Europe
612136570,Harlequin Duck,Histrionicus histrionicus,Caleb Strand,2023-12-09,2023,4.97,33,North America
615003323,Yellow-throated Warbler (albilora),Setophaga dominica albilora,Aidan Kiley,2021-04-27,2021,4.97,33,North America
326736621,Ruddy-breasted Crake,Zapornia fusca,Himanshu Chaudhary,2021-04-15,2021,4.97,29,Asia
351052911,Green Broadbill,Calyptomena viridis,Adrian Silas Tay,2021-06-27,2021,4.97,30,Asia
204687861,Red-crowned Crane,Grus japonensis,Leendert van Ginkel,2019-02-18,2019,4.97,30,Asia
617952402,Collared Pratincole,Glareola pratincola,Neenad Abhang,2024-04-15,2024,4.97,29,Asia
167038671,Osprey,Pandion haliaetus,Diane St-Jacques,2019-07-03,2019,4.97,33,North America
558296671,Gambel's Quail,Callipepla gambelii,alex towers,2023-04-09,2023,4.97,33,North America
610365829,Sharp-shinned Hawk,Accipiter striatus,Linda Petersen,2023-10-25,2023,4.97,33,North America
614933200,Ruffed Grouse,Bonasa umbellus,Jax Nasimok,2022-03-13,2022,4.97,33,North America
627927106,Golden-crowned Kinglet,Regulus satrapa,Phillip Rogers,2024-12-23,2024,4.97,33,North America
435841401,Alpine Swift,Tachymarptis melba,Al Božič,2022-04-15,2022,4.97,30,Europe
370130531,Virginia Rail,Rallus limicola,Lexi Roberts 🐧,2021-09-16,2021,4.97,33,North America
280863901,White-tailed Kite,Elanus leucurus,Jerry Ting,2020-11-11,2020,4.97,33,North America
326865171,Garnet-throated Hummingbird,Lamprolaima rhami,Alberto Lobato (El Chivizcoyo),2021-04-16,2021,4.97,33,North America
474005901,Willet,Tringa semipalmata,Julie Blue,2022-07-02,2022,4.97,33,North America
616545079,Blue-fronted Redstart,Phoenicurus frontalis,Ajoy Kumar Dawn,2024-03-26,2024,4.97,31,Asia
511726761,Red-rumped Wheatear,Oenanthe moesta,Shlomi Levi,2017-11-12,2017,4.97,31,Asia
205184881,Blood Pheasant,Ithaginis cruentus,Kris Blachowiak,2016-05-02,2016,4.97,32,Asia
180192091,Booted Warbler,Iduna caligata,Andy Butler,2019-10-03,2019,4.97,32,Europe
199578601,Ross's Goose,Anser rossii,Patrick Sysiong,2020-01-15,2020,4.96,49,North America
63528721,Summer Tanager,Piranga rubra,Alex Burdo,2016-04-16,2016,4.96,49,North America
455320131,Sharp-tailed Grouse,Tympanuchus phasianellus,Jack Lefor,2022-04-01,2022,4.96,48,North America
171254461,Bonaparte's Gull,Chroicocephalus philadelphia,Asher  Warkentin,2019-08-05,2019,4.96,45,North America
513223211,Brown Pelican (California),Pelecanus occidentalis californicus,Tyler Lausten,2022-11-08,2022,4.96,45,North America
541579491,Sharpbill,Oxyruncus cristatus,David Rodríguez Arias,2023-03-03,2023,4.96,51,North America
172249591,Broad-billed Hummingbird,Cynanthus latirostris,Max Nootbaar,2019-07-25,2019,4.96,48,North America
462845621,Magnolia Warbler,Setophaga magnolia,Steven McGrath,2022-06-22,2022,4.96,45,North America
607746251,Western Sandpiper,Calidris mauri,Jodhan Fine,2023-08-25,2023,4.96,51,North America
619440131,Black Vulture,Coragyps atratus,Anna Zizak,2024-05-19,2024,4.96,55,North America
351375121,Lark Sparrow,Chondestes grammacus,Annie McLeod,2021-06-26,2021,4.96,70,North America
214262601,American Robin,Turdus migratorius,Jeffrey Offermann,2020-03-08,2020,4.96,56,North America
193627521,Anna's Hummingbird,Calypte anna,Don  DesJardin,2018-12-16,2018,4.96,51,North America
240568211,Marsh Wren (palustris Group),Cistothorus palustris [palustris Group],Oliver Patrick,2020-06-01,2020,4.96,71,North America
223678841,Semipalmated Plover,Charadrius semipalmatus,Austin Langdon,2019-10-13,2019,4.96,69,North America
153848431,Bee Hummingbird,Mellisuga helenae,David Ascanio,2019-03-11,2019,4.96,52,North America
212435611,Northern Shoveler,Spatula clypeata,Susan Teefy,2020-02-22,2020,4.96,52,North America
106840791,Ross's Gull,Rhodostethia rosea,Shiloh Schulte,2018-06-20,2018,4.96,47,North America
135570051,Virginia Rail,Rallus limicola,Joseph Cala,2018-06-16,2018,4.96,68,North America
519771041,LeConte's Sparrow,Ammospiza leconteii,Mourad Jabra,2023-01-01,2023,4.96,47,North America
608377616,Swallow-tailed Gull,Creagrus furcatus,Joshua Stacy,2023-09-01,2023,4.96,53,North America
242303031,Least Tern,Sternula antillarum,Harlan Stewart,2020-06-09,2020,4.96,53,North America
621846360,Wilson's Phalarope,Phalaropus tricolor,Zealon Wight-Maier,2024-07-25,2024,4.96,47,North America
106492231,Grass Wren,Cistothorus platensis,Jorge Dangel,2018-07-04,2018,4.96,47,North America
592390701,Black Swift,Cypseloides niger,Josh Parks,2023-06-28,2023,4.96,57,North America
525931311,Unspotted Saw-whet Owl,Aegolius ridgwayi,Diego Quesada,2023-01-16,2023,4.96,57,North America
298466781,Sapayoa,Sapayoa aenigma,Chris Fischer,2019-12-12,2019,4.96,49,North America
464630211,Sedge Wren,Cistothorus stellaris,Thompson Hyggen,2022-07-03,2022,4.96,48,North America
621860939,Common Nighthawk,Chordeiles minor,Colleen Childers,2024-07-24,2024,4.96,70,North America
45142791,Northern Mockingbird,Mimus polyglottos,Nick Dorian,2017-01-08,2017,4.96,69,North America
85128921,Northern Screamer,Chauna chavaria,Anthony Kaduck,2017-12-18,2017,4.96,24,South America
148341061,Blue-tufted Starthroat,Heliomaster furcifer,Miguel Ansenuza,2019-03-10,2019,4.96,24,South America
162348451,Green-backed Firecrown,Sephanoides sephaniodes,Gabriela Contreras Buvinić,2019-06-02,2019,4.96,23,South America
201714371,American Kestrel (South American),Falco sparverius [cinnamominus Group],Paul Molina A,2019-03-10,2019,4.96,23,South America
204216741,Black-capped Piprites,Piprites pileata,Josef Widmer,2019-12-11,2019,4.96,23,South America
507723181,Slender-billed Parakeet,Enicognathus leptorhynchus,Peter Kennerley,2022-11-06,2022,4.96,25,South America
203572201,Jocotoco Antpitta,Grallaria ridgelyi,David M. Bell,2019-12-03,2019,4.96,25,South America
38172621,Burrowing Parakeet,Cyanoliseus patagonus,Gabriele Vallejos,2016-10-23,2016,4.96,25,South America
72073321,Capped Heron,Pilherodius pileatus,David Lang,2017-08-27,2017,4.96,25,South America
517971801,White-browed Purpletuft,Iodopleura isabellae,Jesus Alferez,2022-12-28,2022,4.96,24,South America
493641261,Bat Falcon,Falco rufigularis,Celso Modesto Jr.,2022-10-07,2022,4.96,24,South America
81430751,Channel-billed Toucan,Ramphastos vitellinus,Lorena Patrício,2015-07-04,2015,4.96,25,South America
87204831,Red-legged Cormorant,Poikilocarbo gaimardi,Pablo Alejandro Pla,2018-02-02,2018,4.96,23,South America
418078691,Ring-necked Pheasant,Phasianus colchicus,Ian Sherriffs,2017-05-07,2017,4.96,23,Europe
382422331,Pectoral Sandpiper,Calidris melanotos,Jesús Lavedán Rodríguez,2021-10-23,2021,4.96,23,Europe
310187261,Smew,Mergellus albellus,Ema Freiová,2021-02-17,2021,4.96,23,Europe
588136811,Atlantic Puffin,Fratercula arctica,Graeme Risdon,2023-06-24,2023,4.96,23,Europe
465119751,Spotted Nightjar,Eurostopodus argus,Gil Ewing,2022-07-05,2022,4.96,50,Australia
478124421,Spotted Pardalote,Pardalotus punctatus,Stephanie Owen,2022-08-14,2022,4.96,145,Australia
202889031,Spinifexbird,Poodytes carteri,Chris Young,2020-01-23,2020,4.96,92,Australia
610489838,Tufted Tit-Tyrant,Anairetes parulus,Carlos Rivas,2023-10-28,2023,4.96,25,South America
142991541,Golden Tanager,Tangara arthus,Bob Hasenick,2018-12-20,2018,4.96,26,South America
539526351,Scimitar-billed Woodcreeper,Drymornis bridgesii,Marcelo  Telles,2022-12-02,2022,4.96,82,South America
247839341,Ruddy Kingfisher,Halcyon coromanda,Shakti - Tribesmen.in,2020-07-01,2020,4.96,23,Asia
202214961,Greater Coucal,Centropus sinensis,Andreas Boe,2020-01-18,2020,4.96,23,Asia
319921741,Collared Pratincole,Glareola pratincola,Mohamed Almazrouei,2021-03-26,2021,4.96,23,Asia
347362471,Crab-Plover,Dromas ardeola,Hiren Khambhayta,2019-11-22,2019,4.96,23,Asia
179314061,Toco Toucan,Ramphastos toco,Dorothy Wadlow,2019-09-06,2019,4.96,181,South America
204968641,Black-and-white Hawk-Eagle,Spizaetus melanoleucus,Marc FASOL,2016-02-22,2016,4.96,55,South America
166800871,Green-backed Firecrown,Sephanoides sephaniodes,Alan Henry,2019-07-03,2019,4.96,26,South America
471764891,Reddish Egret,Egretta rufescens,Tim Emmerzaal,2022-07-09,2022,4.96,26,South America
613731724,Yellow-collared Chlorophonia,Chlorophonia flavirostris,Stephen Menzie,2023-12-30,2023,4.96,27,South America
196303311,Chami Antpitta,Grallaria alvarezi,Guillermo NAGY Aramacao Tours,2019-12-11,2019,4.96,26,South America
368301031,Crested Duck,Lophonetta specularioides,Daniela Zaffignani,2018-04-14,2018,4.96,26,South America
522318731,Plumbeous Rail,Pardirallus sanguinolentus,Fernando Vidal Volpe,2022-12-29,2022,4.96,26,South America
622893362,Peruvian Tern,Sternula lorata,Eduardo Quintanilla,2024-08-24,2024,4.96,27,South America
81294531,Santa Marta Wren,Troglodytes monticola,Rob Felix,2017-12-25,2017,4.96,28,South America
352466781,Band-tailed Manakin,Pipra fasciicauda,Daniel Alfenas,2021-07-04,2021,4.96,52,South America
457643181,Spotted Tody-Flycatcher,Todirostrum maculatum,Sergio Andrés  Cuéllar Ramírez,2022-06-06,2022,4.96,54,South America
174316711,Double-eyed Fig-Parrot,Cyclopsitta diophthalma,Enoch Bultreys,2019-08-26,2019,4.96,50,Australia
335465821,Great Reed Warbler,Acrocephalus arundinaceus,Maria Kovtun,2021-05-08,2021,4.96,48,Europe
441214861,Wood Warbler,Phylloscopus sibilatrix,Michala Sůvová,2022-04-28,2022,4.96,46,Europe
622764985,African Pygmy-Goose,Nettapus auritus,Maxence Pajot,2024-07-31,2024,4.96,49,Africa
542580051,Brahminy Kite,Haliastur indus,Harn Sheng Khor,2023-03-06,2023,4.96,24,Australia
438416211,Noisy Miner,Manorina melanocephala,Steve Popple,2022-04-22,2022,4.96,24,Australia
465266251,Squatter Pigeon,Geophaps scripta,Kye Turnbull,2021-06-13,2021,4.96,24,Australia
406256061,Striated Thornbill,Acanthiza lineata,Adrian van der Stel,2022-01-16,2022,4.96,23,Australia
350866191,Greater Whitethroat,Curruca communis,Daniel Maza,2020-04-08,2020,4.96,52,Europe
508660401,Schalow's Turaco,Tauraco schalowi,Chris Wiley,2022-10-26,2022,4.96,23,Africa
206172731,Livingstone's Turaco,Tauraco livingstonii,Frédéric PELSY,2016-11-13,2016,4.96,23,Africa
404982591,Whimbrel,Numenius phaeopus,Brian Stone,2022-01-08,2022,4.96,23,Africa
508409061,Double-banded Courser,Smutsornis africanus,Adriana Dinu,2015-11-13,2015,4.96,23,Africa
606247081,Whimbrel,Numenius phaeopus,Alfonso Guío Rodríguez,2023-08-17,2023,4.96,23,Africa
79894631,Bateleur,Terathopius ecaudatus,Peter de Hoog,2017-10-30,2017,4.96,24,Africa
135235431,White-crowned Lapwing,Vanellus albiceps,Robert Johnson,2018-11-24,2018,4.96,23,Africa
211632211,Emperor Penguin,Aptenodytes forsteri,Bruce Robinson,2017-11-20,2017,4.96,23,Antarctica
612464867,Adelie Penguin,Pygoscelis adeliae,Alexander Hagge,2023-12-20,2023,4.96,111,Antarctica
612194226,Crested Tit,Lophophanes cristatus,Elizabeth Seddon,2023-12-12,2023,4.96,100,Europe
430995491,Red-knobbed Coot,Fulica cristata,François BRES,2022-03-31,2022,4.96,79,Europe
63174241,Leach's Storm-Petrel,Hydrobates leucorhous,Peter Flood,2017-05-10,2017,4.96,54,Europe
616843801,Yellow-necked Spurfowl,Pternistis leucoscepus,Sunny Zhang,2024-03-06,2024,4.96,26,Africa
313876231,Black Bee-eater,Merops gularis,John Sterling,2021-02-05,2021,4.96,28,Africa
205229181,Bare-faced Go-away-bird (Brown-faced),Crinifer personatus personatus,Prof.Dr. Ahmet Karatash,2019-02-13,2019,4.96,26,Africa
97118741,Lesser Striped Swallow,Cecropis abyssinica,Jeff Skevington,2017-10-14,2017,4.96,25,Africa
344295271,Common Rosefinch,Carpodacus erythrinus,Sedat Asar,2021-06-01,2021,4.96,26,Europe
